citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning,hyde_fallback
44,"this section reports the experimental results along with in-depth discussions and analyses. A. BEST PERFORMING SCENARIO A. BEST PERFORMING SCENARIO 1) EVALUATION METRIC After experimenting with all the designed scenarios, the models’ performance is evaluated on the test dataset. The best-performing model from each pair of encoder type and loss function is reported in Table 4 and Table 5 for unfiltered and filtered datasets. Based on the evaluation metrics shown in both tables, the proposed scenario outperforms all baseline scenarios on all encoder types tested on the unfiltered dataset, with an accuracy of 96.875 and an F1 score of 96.851. As for the filtered dataset, the transformer encoder trained on the baseline scenario outperforms the other scenarios on all encoder",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,the confidence scores obtained from the models that are trained using Log loss is significantly higher and more stable than CE loss and Focal loss on both datasets.,"[""from each scenario. The confidence scores obtained from the models that\nare trained using Log loss is significantly higher and more stable than CE\nloss and Focal loss on both datasets.\nmodel’s performance. To this end, the Chi-square signifi-\ncance test can be used to observe the effect of each hyperpa-\nrameter configuration on the accuracy of the model. As shown\nin Fig 11, class weight appears to have a strong influence on\nsix out of eight encoder-dataset pairs. At the same time, the"", ""are used in the experiment, there are 1,584 resulting model\nconfigurations in total, 729 for each dataset.\nConsidering the extensive number of hyperparameter\nsearch spaces, not all the results are presented in this paper.\nTherefore, for each encoder type and scenario, only the best-\nperforming one is presented for comparison and explained in\nthe following subsection. Several metrics are used to evaluate\nthe overall models’ performance, i.e., accuracy, precision,"", ""higher than the unscaled Transformer. We assume this slight\ndifference is because of the dataset size, so the effect of either\nusing scaling or not is insignificant. The AdaTrans-based\nencoder is considered a baseline model, which will be dis-\ncussed in the following subsection. Our proposed model that\nuses cosine similarity instead of dot-product operation in\nthe self-attention mechanism underperforms the Transformer\nwith a competitive F1 score of 91.146%. This shows that the""]",True,The models trained using Log loss demonstrated significantly higher and more stable confidence scores compared to those trained with CE loss and Focal loss across both datasets.,"This reference discusses the performance of models based on different loss functions, which directly supports the claim about model evaluation metrics and performance in the source paragraph.",False
45,"on all encoder types tested on the unfiltered dataset, with an accuracy of 96.875 and an F1 score of 96.851. As for the filtered dataset, the transformer encoder trained on the baseline scenario outperforms the other scenarios on all encoder types with an accuracy of 83.761 and an F1 score of 82.967. The proposed scenario only performs better on the GRU and LSTM encoders than the baseline scenarios. 2) PREDICTION CONFIDENCE Evaluating the performance of a neural model strongly depends on the task and domain problem. In a particular task, accuracy can be the only important metric. However, in some other domains, having a high accuracy does not suffice. For example, in this study, the model needs to be sure",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Our best-performing approach, which uses a Transformer as the encoder, achieves the highest among all the encoders and outperforms the two Transformer-based baselines, Neurallog and TransSentLog.","[""scores on the filtered and unfiltered datasets with significant\nimprovements. This is also the case for the LSTM-based\napproach, which outperforms the Sentilog on the filtered\nand unfiltered datasets. Our best-performing approach, which\nuses a Transformer as the encoder, achieves the highest\namong all the encoders and outperforms the two Transformer-\nbased baselines, Neurallog and TransSentLog. Therefore, the\nproposed approach is superior not only to our own baselines"", ""pattern is shown in Table 8 regarding the hyperparameter\nvalues on each encoder type. The GRU works well with\nmore layers, average pooling, and uniform class weighting.\nDifferently, the Linear model has benefited from the [CLS]\ntoken’s representation, balanced class weight for baseline\nand focal scenarios, and uniform weighting for the multitask\nscenarios. Similar to the Linear model, transformer-based\nbest-performing models use [CLS] tokens as the final"", ""scenario shows an impact on three encoder-dataset pairs: F-\n105371\nS. Silalahi et al.:\nFIGURE 10. The distribution of the best epoch from each loss function.\nLog loss tends to require more epochs compared to cross-entropy and\nfocal loss.\nFIGURE 11. P-value from Chi-square test for each pair of\nencoder-hyperparameter on both datasets. Only those having a p-value\nless than 0.05 are shown.\nLSTM, U-LSTM, and U-Trans. Interestingly, the number of\nattention heads shows an insignificant effect from exploring""]",True,"The transformer encoder in the proposed approach achieves the highest performance among all encoder types tested, outperforming other scenarios and baselines (S. Silalahi et al.).","The retrieved reference directly supports the claim about the transformer encoder's performance, providing specific results that align with the findings in the source paragraph.",False
46,"which hyperparameter the accuracy depends on. The dependency can be either increasing or decreasing the accuracy. Nevertheless, it can help choose which hyperparameter to modify in the next experiments. C. COMPARISON WITH STATE-OF-THE-ART MODELS C. COMPARISON WITH STATE-OF-THE-ART MODELS In this study, several baselines from previous studies are reproduced on the dataset to perform performance compar- isons. The reproduced performance from an experimental procedure explained in subsection IV-B2 is presented in Table 6. On both datasets, the proposed scenario outper- forms all the baselines with an improvement of 0.423 and 0.665 in the F1 score on the filtered and unfiltered datasets, respectively. Considering that Pylogsentiment used a GRU-based encoder and SentiLog used an LSTM-based the proposed scenarios on these two",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"are used in the experiment, there are 1,584 resulting model configurations in total, 729 for each dataset.","[""are used in the experiment, there are 1,584 resulting model\nconfigurations in total, 729 for each dataset.\nConsidering the extensive number of hyperparameter\nsearch spaces, not all the results are presented in this paper.\nTherefore, for each encoder type and scenario, only the best-\nperforming one is presented for comparison and explained in\nthe following subsection. Several metrics are used to evaluate\nthe overall models’ performance, i.e., accuracy, precision,"", ""scenario shows an impact on three encoder-dataset pairs: F-\n105371\nS. Silalahi et al.:\nFIGURE 10. The distribution of the best epoch from each loss function.\nLog loss tends to require more epochs compared to cross-entropy and\nfocal loss.\nFIGURE 11. P-value from Chi-square test for each pair of\nencoder-hyperparameter on both datasets. Only those having a p-value\nless than 0.05 are shown.\nLSTM, U-LSTM, and U-Trans. Interestingly, the number of\nattention heads shows an insignificant effect from exploring"", ""19,016.86043 MSE, 0.00744 sMAPE, 0.33052 F1-score,\nand 0.50397 MWRE@0.75. The best-performing machine\nlearning model was LightGBM, with evaluation scores\nof 0.99843 R2, 96.76132 MAE, 56,754.18872 MSE,\n0.00833 sMAPE, 0.32185 F1-score, and 0.51070\nMWRE@0.75. CEM and REM outperformed LightGBM.\nAmong MLP, LSTM, GRU, and CNN-LSTM, GRU delivered\nthe best performance in 3 out of 6 metrics, with scores of\n0.99986 R2, 45.81115 MAE, and 5,031.56097 MSE. CNN-\nLSTM excelled in the sMAPE metric, while LSTM surpassed""]",True,"The experiments involved a total of 1,584 model configurations, with 729 configurations for each dataset, highlighting the extensive hyperparameter search conducted (S. Silalahi et al.).","The retrieved reference discusses the number of model configurations used in experiments, which directly relates to the source paragraph's focus on hyperparameter dependency and model performance comparisons.",False
47,"proposed scenario can improve the detection performance of the model. D. ABLATION STUDY D. ABLATION STUDY Following the rapid advancement in neural network research, more complex and sophisticated architectures are emerging. A model can consist of layers of components that have a specific role in the learning process. After conducting an experiment on a certain dataset and task, verifying and checking which component in the model contributes posi- tively to the performance is crucial. Therefore, we perform an ablation study to explain which part of the proposed approach has a significant impact on the performance. Note that only the best-performing scenario on each dataset is explored. First, we investigate the significance of the CLS token from the BERT embedding. Secondly,",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,the importance of the [CLS] token’s embedding vector and the BERT’s parameters are investigated.,"[""performance. Secondly, we investigate the effect of using all\nzeroes for the Normal class label’s representation. Thirdly,\nthe importance of the [CLS] token’s embedding vector and\nthe BERT’s parameters are investigated. Lastly, we com-\nprehensively study the effect of the proposed DroneSBERT\nembedding on the model’s performance, interpretability, and\nlearned representations.\nOverall, the multitask label can improve the detection\nperformance, where the best-performing models on both"", ""for faster R-CNN with Detectron2’s default configurations\nis efficient and general enough to be applicable to multiple\nnations in this challenge. This method yields F1 scores of\n51.0% and 51.4% for test1 and test2 sets of the challenge,\nrespectively. Although the visualizations produce reasonable\nprediction results, the F1 scores are poor. As a result,\ntheir studies compare the prediction findings to the current\nannotations, identify some inconsistencies, and recommend"", ""embedding. The best score is indicated in bold font. BERT and GloVe are\nused as word embedding.\ntagging procedure. The model with the best performance is\nhighlighted a bold font. The presented scores in the tables\ncontain both proposed and baseline models. Each table rep-\nresents a scenario that is grouped based on the character\nembedding used, as Table 4 shows the models employing\nAdaTrans for extracting character embedding. Subsequently,\nTable 5 and 6 show the models’ architecture where LSTM and""]",True,The significance of the [CLS] token's embedding vector and the parameters of BERT are crucial for enhancing model performance (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).,"This reference directly discusses the importance of the [CLS] token's embedding vector, which aligns with the source paragraph's focus on investigating the significance of the CLS token in the model's performance.",False
48,"to explain which part of the proposed approach has a significant impact on the performance. Note that only the best-performing scenario on each dataset is explored. First, we investigate the significance of the CLS token from the BERT embedding. Secondly, we analyse the impact of freezing the BERT’s parameter during training. Thirdly, we vary the batch size during the training. Finally, FIGURE 11. Analysis of the effect of different batch sizes on the evaluation scores of the best-performing models. we examine the effect of increasing the prediction threshold used in our proposed approach on the accuracy and F1 scores. As shown in Table 6, excluding the CLS token embedding before feeding the input matrix to the encoder significantly decreases performance.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"the Linear model has benefited from the [CLS] token’s representation, balanced class weight for baseline and focal scenarios, and uniform weighting for the multitask scenarios. Similar to the Linear model, transformer-based best-performing models use [CLS] tokens as the final","[""pattern is shown in Table 8 regarding the hyperparameter\nvalues on each encoder type. The GRU works well with\nmore layers, average pooling, and uniform class weighting.\nDifferently, the Linear model has benefited from the [CLS]\ntoken’s representation, balanced class weight for baseline\nand focal scenarios, and uniform weighting for the multitask\nscenarios. Similar to the Linear model, transformer-based\nbest-performing models use [CLS] tokens as the final"", ""are used in the experiment, there are 1,584 resulting model\nconfigurations in total, 729 for each dataset.\nConsidering the extensive number of hyperparameter\nsearch spaces, not all the results are presented in this paper.\nTherefore, for each encoder type and scenario, only the best-\nperforming one is presented for comparison and explained in\nthe following subsection. Several metrics are used to evaluate\nthe overall models’ performance, i.e., accuracy, precision,"", ""into vectors. Landmark embedding utilizes three\nconvolutional layers to get feature from Landmarks\nMediaPipe results. Character level tokens will be used as\nembedding tokens. Landmarks embedding will be used as the\nsource and becomes the input for Transformer Encoder, while\nToken Embedding becomes the input for Transformer\nDecoder. The data results are then divided into training,\nvalidation, and testing. Training data uses 80% of the total\ndata, validation data uses 20%, while testing data for""]",True,"The Linear model benefits from the representation of the [CLS] token, which is also utilized by transformer-based best-performing models (Referensi 1).",This reference directly supports the claim in the source paragraph regarding the significance of the CLS token in model performance.,False
49,"effect of increasing the threshold on the accuracy and F1 scores of the best-performing model tested on both datasets. An interesting case is shown in Fig 12a when λ = 0.65, the accuracy reaches 97%, exceeding the best model’s accuracy when λ = 0.5. This happens when the prediction confidence score surpasses the threshold while the true label’s severity is lower than the prediction label’s. Thus, following the decoding procedure in section III-C, the predicted label is incorrect. This phenomenon also happens on the filtered dataset when λ > 0.94. Overall, the decrement in the accuracy and F1 scores is insignificant until λ = 0.9 and λ = 0.8 on the unfiltered and filtered datasets, respectively. Thus, it confirms the",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"we investigate the confusion matrix, learned representation, and the interpretability of the model’s prediction to increase understanding of the model.","[""metrics can be calculated by (1) – (3). This study's\ncalculation of True Positive, False Positive, and False\nNegative differs from other classifications or detections\n[20]-[23]. These are chosen and calculated following\nprevious studies [1]. Precision detects the truly correct\nprediction out of all predictions. Recall detects the truly\ncorrect prediction out of all actual classes. F1 scores are\nharmonic mean between these two that measure overall\nmodel performance. These metrics are produced by"", ""recall, and F1. Note that the weighted average is used to\ncompute the average score of precision, recall, F1, and\nprediction confidence. We investigate the confusion matrix,\nlearned representation, and the interpretability of the model’s\nprediction to increase understanding of the model. Captum,\na tool developed by [57] version 0.7.0 is used for model’s\ninterpretability analysis.\na\nV. EVALUATION AND DISCUSSION\nA. PERFORMANCE EVALUATION\nAfter conducting an extensive experiment on a vast amount"", ""is a small number to avoid division by zero error, while β is a\nterm to weigh between precision and recall in order to obtain\nthe F1 score. In this paper, we use ε = 1e − 13 and β = 1.\nTP\npre = (22)\nTP + FP + ε\nTP\nrec = (23)\nTP + FN + ε\n2 × (pre × rec)\nF1 = (24)\npre + rec + ε\n(cid:80)C\nTP\n= c=1 c\npre (25)\nmicro (cid:80)C + (cid:80)C + ε\nTP FP\nc=1 c c=1 c\n(cid:80)C\nTP\n= c=1 c\nrec (26)\nmicro (cid:80)C (cid:80)C\nTP + FN + ε\nc=1 c c=1 c\n(1 + β) × pre × rec\n= micro micro\nF1 (27)\nmicro β × × + ε\npre rec""]",True,"The evaluation of model performance includes an investigation of the confusion matrix and the interpretability of predictions, which aids in understanding the accuracy and F1 scores (Referensi 2).","This reference discusses the evaluation of model performance metrics, including accuracy and F1 scores, which directly relates to the claims made in the source paragraph about the effects of threshold changes on these metrics.",False
50,"each scenario. FIGURE 14. The number of misclassified samples from the best-performing model on each loss function tested on the unfiltered dataset. In a binary setting, let the Normal class be positive and the Anomaly is negative. Then, False Positive (FP) refers to samples with a true label negative but predicted as positive. At the same time, a False Negative (FN) is a case when a sample belongs to a positive class but is predicted as negative. However, in this study, we define the misclassification cases differently: • False Positive refers to a case when the true class is higher than the predicted class. • False Negative is a misclassification case where the true class is lower than the predicted",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Using all zeroes to represent the Normal class helps the model distinguish the normal and abnormal samples, improves the model’s performance (see Table 9), reduces the false positive (see Fig. 14), and learns better representation (see Fig. 15).","[""level. Note that the representation of samples belonging to\nthe normal class is all zeros. This is intended to maximize the\nseparation between the normal and anomaly classes, as shown\nin Table 3.\nTABLE 3. Hamming distance and log loss (ϵ = 1e − 15) values between\nNormal and High classes under different label representation schemes.\nIn the Multitask-101 schema, the first vector element\nfunctions the same as in the Multitask-101 schema. The\nmain difference lies in the second to the fourth elements."", ""detection accuracy for binary and multi-class settings [16].\nAs described in Section IV-A, the dataset used in this paper is\nimbalanced. In this case, Section III-B discusses the approach\nto handle this imbalance.\nThis study proposes to extend the binary anomaly detection\ninto a multiclass anomaly detection involving four classes:\nNormal, Low, Medium, and High. The three anomaly classes\nrepresenting the severity of the abnormality are distinguished"", ""datasets are achieved by the proposed Multitas-111 label.\nUsing all zeroes to represent the Normal class helps the model\ndistinguish the normal and abnormal samples, improves\nthe model’s performance (see Table 9), reduces the false\npositive (see Fig. 14), and learns better representation\n(see Fig. 15). As shown in Table 9, excluding the [CLS]\ntoken’s vector and freezing BERT’s parameter during training\ndeteriorate the model’s performance. Therefore, including""]",True,"The representation of the Normal class as all zeros aids in distinguishing between normal and abnormal samples, thereby improving model performance and reducing false positives (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","This reference directly discusses the representation of the Normal class and its impact on model performance and false positives, which aligns closely with the misclassification definitions provided in the source paragraph.",False
51,"study, we define the misclassification cases differently: • False Positive refers to a case when the true class is higher than the predicted class. • False Negative is a misclassification case where the true class is lower than the predicted class. Table 7 shows the position of FP and FN based on the above definition in a multiclass confusion matrix. VOLUME 12, 2024 64263 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection FIGURE 15. A 2D visualisation of the filtered dataset representation obtained from the best model from each loss function tested on the filtered dataset. t-SNE is used to reduce the dimension of the embeddings. In an anomaly detection setting, FP is more important than FN",Severity-oriented multiclass drone flight logs anomaly detection,"S. Silalahi et al., ‘Severity-oriented multiclass drone flight logs anomaly detection,’ IEEE Access, vol. 12, pp. 64252–64266, 2024.","[""pp. 100–105.\n[9] S. Silalahi, T.Ahmad, H. Studiawan, E. Anthi, andL. Williams, ‘‘Severity-\noriented multiclass drone flight logs anomaly detection,’’ IEEE Access,\nvol. 12, pp. 64252–64266, 2024.\n[10] J.Cheng,Z.Wang,andG.Pollastri,‘‘Aneuralnetworkapproachtoordinal\nregression,’’ in Proc. IEEE Int. Joint Conf. Neural Netw. (IEEE World\nCongr. Comput. Intell.), Jun. 2008, pp. 1279–1284.\n[11] L. K. Shar, W. Minn, N. B. D. Ta, J. Fan, L. Jiang, and D. L. W. Kiat,"", ""heads as the substitute for the GRU in the encoder\nlayer of pylogsentiment and incorporated integrated\ngradients to perform explainability analysis.\n5) DroLoVe [9]. The study proposed a multitask learning-\nbased anomaly severity detection on drone flight\nlogs with an assumption that, samples belonging to\nTABLE 4. Dataset composition before and after unique filtering.\nTABLE 5. Anomaly severity characteristics.\n105369\nS. Silalahi et al.:\nTABLE 6. Hyperparameter search space for all scenarios.""]",True,Silalahi et al. (2024) define false positives as cases where the true class is higher than the predicted class and false negatives as cases where the true class is lower than the predicted class.,"The retrieved reference directly discusses the definitions of false positives and false negatives, which aligns with the claims made in the source paragraph.",False
52,"the performance of the proposed framework has been discussed and analysed. In this section, challenges encountered during the study are disclosed, along with limitations and threats to validity. As drone forensics is an emerging topic, there are very limited public datasets available. The log messages used in this study are mainly acquired from DJI-made devices. There is yet to come a publicly available dataset of log messages from other drone manufacturers. Several publicly available datasets are mainly about sensor data and multimedia artefacts . While in this study, we solely depend on the human-readable messages generated by the drone during a flight. Given the condition where a small number of unique messages and most of them are acquired from DJI",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"messages acquired from 82 drone models, mostly from DJI. This is one of the main challenges in drone forensics research, where human-readable flight log datasets from other drone models are unavailable.","[""messages acquired from 82 drone models, mostly from\nDJI. This is one of the main challenges in drone forensics\nresearch, where human-readable flight log datasets from\nother drone models are unavailable. In the future, we plan\nto explore the flight logs of other drone models to train more\ngeneral anomaly detection models. As for the method, multi-\nobjective learning that employs multiple loss functions to\ntrain an anomaly detection model will be explored.\nDATA AVAILABILITY"", ""Furthermore, Jain et al. [10] proposed a framework for\nsensor data identification and verification. An analysis of a\ndrone’s architecture and a forensic model with generic features\nare proposed here in order to enhance the digital investigation\nprocess. Also, Barton et al. [11] conducted the research to\nreconstruct the actions taken by these drones, identify their\nowners or operators, and extract data from associated mobile\ndevices.\nIn other research in drone forensics, this paper also analyze"", ""message. The color highlight is used to help the investigator pinpoint the critical\nF. CHALLENGES AND LIMITATIONS\nAfter conducting the experiment, we described several chal-\nlenges in the following. Since drone forensics is a relatively\nnew research domain, a few open drone image datasets are\navailable. We only found one drone image dataset, the VTO\nLabs Drone Forensic dataset. Even from 15 different mod-\nels and more than 20 datasets, we only discover less than""]",True,"The challenges in drone forensics are highlighted by the limited availability of human-readable flight log datasets, primarily from DJI, as noted in the research which acquired messages from 82 drone models, mostly from DJI.","This reference directly addresses the issue of limited datasets in drone forensics, specifically mentioning the reliance on DJI data, which aligns with the claims made in the source paragraph.",False
53,"the model can be convincing and accountable enough to the investigator to be included in the investigation report. VII. CONCLUSION AND FUTURE WORK VII. CONCLUSION AND FUTURE WORK In this paper, we demonstrate how to train a log-based anomaly detection model that can prioritise the prediction of higher severity anomalies on drone flight logs while increasing the prediction confidence score at the same time. Considering the nature of the dataset, where samples that belong to different severity levels share common features, a multitask vector label representation along with severity-oriented decoding is proposed. An extensive experiment proved that the proposed approach is better than the previous work baselines while being inferior to our baseline scenario based on the accuracy and F1",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"the study proposed a multitask learning-based anomaly severity detection on drone flight logs with an assumption that, samples belonging to","[""heads as the substitute for the GRU in the encoder\nlayer of pylogsentiment and incorporated integrated\ngradients to perform explainability analysis.\n5) DroLoVe [9]. The study proposed a multitask learning-\nbased anomaly severity detection on drone flight\nlogs with an assumption that, samples belonging to\nTABLE 4. Dataset composition before and after unique filtering.\nTABLE 5. Anomaly severity characteristics.\n105369\nS. Silalahi et al.:\nTABLE 6. Hyperparameter search space for all scenarios."", ""seven out of eight examples belonging to the High severity\nhaving positive attribution scores. The model perceives the\nlog messages better than the previous BERT-based model.\nThe complete report of attributions toward each severity label\ncan be accessed on the repo.\nVI. CONCLUSION\nThis paper investigates utilising a multitask learning\nparadigm to perform multiclass anomaly detection on drone\nflight log messages. Aligning to the nature of multitask"", ""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned""]",True,"The study proposed a multitask learning-based anomaly severity detection model for drone flight logs, which aligns with the approach of prioritizing higher severity anomalies while enhancing prediction confidence (S. Silalahi et al.).","The retrieved reference discusses a multitask learning-based anomaly severity detection model for drone flight logs, which directly supports the claim in the source paragraph about training a log-based anomaly detection model that prioritizes higher severity anomalies.",False
54,"ANALYSIS We conducted a controlled experiment to evaluate the influence of various word embedding methods on our model’s performance. We used different word embedding techniques, explicitly using fastText as an alternative method to provide comparative performance data for the architecture with different word embedding inputs. This experiment used 540k sentence pairs and maintained the same settings as the previous experiments. This experi- ment compared the results obtained in a previous experiment using the Glove word embedding technique. The performance comparison of the model using different word embedding techniques is shown in Table 4. As seen in 4, our model performs better with Glove word embedding than FastText. Glove’s advantages align with the findings of , which state that the Glove",Sarcasm Detection in Indonesian-English Code-Mixed Text Using Multihead Attention-Based Convolutional and Bi-Directional GRU,"The GloVe pretrained word embedding is used to handle English words. Many studies have applied GloVe to English datasets and shown promising results. The FastText pretrained word embedding is used for Indonesian words, which provides word vectors for 157 languages, including Indonesian.","[""than Indonesian and English), the word is translated into\nEnglish, and the GloVe word embedding is used. The trans-\nlation process is carried out using the Google Translate API.\nThe choice of English is driven by its widespread use as a\nglobal language. The different selection of word embedding\nfor words in different languages aims to produce feature\nvectors superior to feature vectors generated from a single\nword embedding model. In addition, this selection strategy"", ""this procedure involves identifying the language of each word\nin the form of tokens. The GloVe pretrained word embedding\nwill be used if a word is classified as English.\nOn the other hand, if the word is identified as Indonesian,\nthe pretrained Indonesian FastText word embedding will be\nused. However, when a word cannot be classified as either\nEnglish or Indonesian (indicating that the word may be a\nword from a local language in Indonesia or a language other"", ""uses two different pretrained word embeddings for the dif-\nferent languages in code-mixed texts. The GloVe pretrained\nword embedding is used to handle English words. Many\nstudies have applied GloVe to English datasets and shown\npromising results. The FastText pretrained word embedding\nis used for Indonesian words, which provides word vectors\nfor 157 languages, including Indonesian. FastText has been\nshown to achieve satisfactory results [20]. This study also""]",True,"The GloVe pretrained word embedding has been shown to yield promising results in English datasets, while FastText is utilized for Indonesian words, providing effective word vectors for multiple languages.","This reference directly discusses the use of GloVe and FastText word embeddings, aligning with the source paragraph's focus on comparing these two methods in the context of model performance.",False
55,"research introduces a novel Activity Recom- mendation System built on the COBIT 2019 framework tailored for Financial Balance Scorecard. The motivation stems from the challenges faced by auditors when identifying essential activities aligned with strategy of a company, often hindered by manual COBIT 2019 guideline navigation. To address this, a system was developed, where inputting the company strategy, triggers the display of recommended activities automatically. The methodology involved creating interconnected nodes from COBIT 2019 Element in Neo4J. This research uses a real strategy plan case study from 3 different companies as input, followed by a preprocessing step, then compares it to Enterprise Goals using TF-IDF and cosine similarity. Goals with high similarity scores trigger a graph query to reveal connected",A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Similarity Methods,"By integrating graph algorithms and similarity methods, our approach provides tailored activity recommendations that align with an organization’s strategic goals.","[""for extra work.\nV. CONCLUSION\nThis paper propose a novel recommendation system for\ninternal business processes based on the COBIT 2019 frame-\nwork. By integrating graph algorithms and similarity methods,\nour approach provides tailored activity recommendations that\nalign with an organization’s strategic goals. We mapped enter-\nprise goals to management objectives, identified relevant ac-\ntivities, and used graph queries to retrieve actionable insights.\nUtilizing Cypher Query Language (CQL) and Neo4j’s graph"", ""processes outlined in COBIT 2019.\nMapping is a crucial aspect of COBIT 2019, as it involves\nestablishing relationships between various elements such as\nbusiness objectives, IT processes, control needs, and technol-\nogy resources [6]. This mapping ensures that every aspect of\nIT management is linked to the appropriate business objec-\ntives and control needs, thus enhancing overall governance\neffectiveness [1]. One effective way to perform this mapping\nis by utilizing a graph database such as Neo4j [7]."", ""capabilities of Graph Databases, especially Neo4j, in providing\neffective solutions to complex problems.\nA. Dataset and Preprocessing\nThe experimental process involves collecting datasets from\nCOBIT 2019, specifically focusing on the Balanced Scorecard\nfor internal business processes. Process mapping is then con-\nducted as the basis for forming nodes later on. An example\nof this mapping process is shown in Table I, which maps\nthe Balanced Scorecard (BSC), Enterprise Goals (EG), and\nAlignment Goals (AG).""]",True,This research proposes a recommendation system that integrates graph algorithms and similarity methods to provide tailored activity recommendations aligned with an organization’s strategic goals (A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Similarity Methods).,"The retrieved reference directly discusses the development of a recommendation system based on the COBIT 2019 framework, which aligns with the source paragraph's focus on a novel Activity Recommendation System built on the same framework.",False
56,"management are vital for businesses in rapidly evolving landscape nowadays. Imple- menting an IT governance framework is crucial for several reasons. Firstly, it enables effective risk management against cyber threats, data breaches, and regulatory requirements, enhancing resilience and protecting sensitive data. Secondly, it ensures alignment between IT strategies and business ob- jectives, driving efficiency, innovation, and competitiveness. Lastly, it facilitates compliance with data privacy regulations and industry standards, ensuring transparency and accountabil- ity. Among these frameworks, COBIT is globally recognized for overseeing Enterprise Information and Technology (I&T) comprehensively, covering all systems regardless of their lo- cation within the organization. In essence, Enterprise I&T extends beyond the confines of the IT department and encompasses all facets of technology and information processing",A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Similarity Methods,"By utilizing COBIT 2019, organizations can enhance the efficiency, effectiveness, and reliability of their IT usage, while also ensuring compliance with relevant regulations, policies, and standards.","[""Deliver, Service, and Support (DSS) domain of the\nCOBIT framework, with a specific emphasis on managing IT\noperations [5]. Its main goal is to guarantee that IT operations\nare executed effectively, securely, and in accordance with\nbusiness requirements. Essential activities under this process\ninclude the monitoring and management of IT service\nperformance, handling incidents and problems, and ensuring\nthe security of the system[7]. TABLE I provides a detailed"", ""4th Kelly Sungkono\nInformatics Departments\nInstitut Teknologi Sepuluh Nopember\nSurabaya, Indonesia\nkelly@its.ac.id\nbuilding the most suitable governance system for an enterprise\n[3]. By utilizing COBIT 2019, organizations can enhance the\nefficiency, effectiveness, and reliability of their IT usage, while\nalso ensuring compliance with relevant regulations, policies,\nand standards [4].\nOne of the key features of COBIT 2019 is its ability to\nassist organizations in identifying, measuring, and managing"", ""ygolonhceT controlling information technology more effectively [1], [2].\nCOBIT provides comprehensive guidance for identifying,\nestablishing, and monitoring the necessary controls within the\nIT environment to achieve defined business objectives [3], [4].\nno\nIn auditing systems with COBIT, auditors use COBIT\necnerefnoC\nstandards and principles to evaluate the maturity and\neffectiveness of internal controls within an organization's IT\nsystem [5]. This audit helps identify weaknesses and potential""]",True,"Utilizing COBIT 2019 allows organizations to improve the efficiency, effectiveness, and reliability of their IT operations while ensuring compliance with relevant regulations and standards.","This reference directly supports the claim about the importance of IT governance frameworks like COBIT in enhancing efficiency and compliance, which aligns with the source paragraph's focus on IT governance and its benefits.",False
