citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning
28,"workflow progress and delivering important insights . A major benefit of this method is its ability to use existing database logs, which can decrease the time and cost needed for data collection. Furthermore, using recorded data can reduce the likelihood of information distortion. Given its capability to analyze log data across different systems, process mining has become popular among companies aiming to examine their processe Thus, process mining not only plays a role in improving operational efficiency but also in enhancing the overall quality of healthcare services. This study discusses how process mining can be implemented to support information system audits based on COBIT 2019 for DSS01 Objective, particularly as a method of collecting and validating data within the process",Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,"In auditing systems with COBIT, auditors use COBIT standards and principles to evaluate the maturity and effectiveness of internal controls within an organization's IT system.","["". INTRODUCTION implementation of improvements. Audit system with Control Objectives for Information and Audit with COBIT 2019 and process mining from event Related Technologies (COBIT) is a process that refers to a logs represents a holistic approach to evaluating and framework designed to assist organizations in managing and enhancing the effectiveness of an organization's information controlling information technology more effectively [1], [2]. systems [12]"", "". Survey audits enhance participation still relatively low due to the high variation of trace noise, which and engagement, allowing stakeholders to contribute to affects the outcomes of the process mining models. improving effectiveness and efficiency. Consequently, survey Keywords—COBIT 2019, Event Log, Graph, Process Mining. audits add a qualitative dimension to audit evaluations, facilitating better decision-making and more effective I. INTRODUCTION implementation of improvements"", "". mining enables auditors to delve into the event log data In auditing systems with COBIT, auditors use COBIT generated by information systems to visually map process standards and principles to evaluate the maturity and flows. By combining these two approaches, auditors can effectiveness of internal controls within an organization's IT conduct in-depth analyses of system compliance with COBIT system [5]"", "". Previous Research of Audit using COBIT 2019 based on semantic similarities, preprocessing data to calculate PreviousresearchonauditingwithCOBIT2019hasinvestithese similarities and effectively merging nodes and relationgated multiple facets of IT governance and auditing, applying ships. the framework across diverse domains and industries"", "". In this study, data claim process paths that are not in accordance with the SOP from the finance module of the hospital's ERP system was using process mining techniques and the COBIT 2019 explored to determine bottleneck activities in the invoice framework. The research method used involves analyzing procedure. Using anonymised event logs, this study aims to insurance claim log data using the DISCO application to map find causality in the hospital's billing process and identify the sequence of activities""]",True,"Auditors utilize COBIT standards to assess the maturity and effectiveness of internal controls in information systems, which aligns with the implementation of process mining for data validation in audits (Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019).","The reference discusses the use of COBIT standards in auditing, which directly supports the source paragraph's claim about using process mining to enhance information system audits based on COBIT 2019."
29,"stage is performance analysis, where the effectiveness and efficiency of the billing processes are reviewed to identify potential areas for improvement. Overall, these stages are crucial to ensure that the billing practices at the hospital are conducted efficiently and transparently. A. Dataset The ""Hospital Billing"" event log was obtained from the financial module of the ERP system used by a regional hospital , This log records various incidents related to the billing of medical services provided by the hospital. Over a three-year period, from 2013 to 2016, a random sample of 100,000 traces was collected, each representing a recorded example of the process in the system. Within this event log, there are 18 different activities, each depicting distinct stages in",Discovery of Hospital Billing Process in a Regional Hospital Using Process Mining,"due to the high variation in trace noise, which affects the outcomes of the process mining models.","[""Institut Teknologi Sepuluh Nopember Institut Teknologi Sepuluh Nopember Surabaya 60111, Indonesia Surabaya 60111, Indonesia riyanarto@its.ac.id kelly@its.ac.id Abstract -- The background of this research is facing Prema et al [10] use process mining techniques to examine challenges in identifying process paths that are not in a regional hospital's billing procedure"", "". This is Machado, “Discovery of Hospital Billing Process in a Regional due to the high variation in trace noise, which affects the Hospital Using Process Mining,” in 2023 International Conference on outcomes of the process mining models. Third, analysis of Advancement in Data Science, E-learning and Information System case duration showed significant differences in the time (ICADEIS), IEEE, Aug. 2023, pp. 1–5. doi: required to complete a case"", "". I. INTRODUCTION Automaticdiscoveryoftheprocessmodelsfromtheevent Automatic discovery of process models from event logs logssignificantlycontributestoorganizations,fromfinance, makesasignificantcontributiontomanyorganizations,from health, industry, government, and many others, in capturing finance,health,industry,government,andmanyotherfields, amodeldescriptionoftheexecutionofbusinessprocessesin incapturingdescriptionsofbusinessprocessexecutionmod- the field [1]""]",True,"The analysis of the hospital billing process highlights the impact of trace noise on the outcomes of process mining models (Machado, 2023).","This reference discusses the hospital billing process and the challenges related to trace noise, which directly relates to the effectiveness and efficiency of billing processes mentioned in the source paragraph."
30,"Long Short-Term Memory (LSTM) , is a variation of Recurrent Neural Networks (RNN) that has been successfully applied to various Natural Language Processing (NLP) tasks. LSTM has the ability to capture long-range dependencies with sequences making it suitable for solving sequence labeling problems , , , such as Named Entity Recognition tagging (POS-Tag) and Neural (NER), Part-of-Speech combining (NMT). Study Machine Translation Bidirectional LSTM (BiLSTM) model with Conditional Random Field (CRF) to solve NER and POS-Tag Task. BiLSTM encodes word or character vectors into features, while CRF is a classifier to predict the target labels. Previous research has explored enhancing the feature extractor by integrating serves attention mechanisms with existing models or introducing alternative extractors such as Convolutional Neural Networks",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,"Combining the previous state-of-the-art NER model, BiLSTM, with CRF has proven to improve performance.","["". Softmaxbehavioronvectorsindifferentscales. NERproblem.Combiningthepreviousstate-of-the-artNER model, BiLSTM, with CRF has proven to improve performance [56]. In this paper, CRF is used as the decoder for allencodercombinationsinourexperiment.Foranobserved sequence x = (cid:104)x x ... x (cid:105) with the corresponding tar1 2 n get label y = (cid:104)y y .."", "". Therefore, this research aims to propose the use of log message data to discover and extract some incident-related information using a deep learning-based NLP technique,i.e.,namedentityrecognitionusingtheTransformer.Cosinesimilarityisproposedasasubstitute fordot-productintheself-attentionmechanismoftheTransformerencoderlayer.Additionally,wepropose NER architecture built from a mix of several existing methods and report the performance evaluation"", "". D. CONDITIONALRANDOMFIELDLAYER In sequence labeling tasks, such as NER, CRF is a commonmethodused.Accordingtostudies,theHiddenMarkov ModelandtheMaximumEntropyMarkovModel(MEMM) are ineffective at analyzing sentence-level sequences comparedtotheCRFapproach[15].ThemainCRFfeaturesthat can compute cross-position label combination probability grab the researchers’ attention to apply this method to the FIGURE4. Softmaxbehavioronvectorsindifferentscales"", "". For the pre-trained word embedding, either attentionmechanism. GloVe or BERT is used to obtain the words’ vector repre- The presence of contextual pre-trained word embedding sentation.Unscaledattentionisreportedtobebetterusedin has positively impacted NLP research recently. The main NER since mentioned entities commonly consist of a few advantageofcontextualoverstaticpre-trainedwordembedwords only [37]"", "". Conversely, machine learning methods, especially deep the capacities of Bidirectional Long Short-Term Memory learning, learn from large datasets to identify word patterns (BiLSTM) networks, enhancing the processing of sequential and boundaries, proving more effective for languages with data by capturing contextual information from both preceding intricate structures [18], [23], [28], [29]. and subsequent text elements""]",True,The combination of the BiLSTM model with Conditional Random Fields (CRF) has been shown to enhance performance in Named Entity Recognition tasks.,This reference directly supports the claim in the source paragraph regarding the effectiveness of combining BiLSTM with CRF for sequence labeling tasks like NER.
31,"as runtime logs that are constantly generated during the operational period of the device. The information recorded in log data is highly valuable for many purposes, including running system monitoring, running process conformance checks, and overall system evaluation . The use of log data is critical when incident cases occur, as the empirical events and incident scenarios can be discovered by analysing the log artefacts. Assuming that 64252 2024 The Authors. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see VOLUME 12, 2024 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection the integrity of the log is guaranteed, log data is one of the artefacts with the highest priority for investigating",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,anomalous events on drone flight logs can be detected by analysing log messages,"["". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021"", "". encoder for anomaly detection. A similar study exploits Performing anomaly detection using a sequence-based theabundanceofpre-trainedtransformermodelstoperform approach is commonly conducted by training RNN-based anomalydetectionbyusingsentimentanalysisondroneflight models using a dataset containing a collection of a series log messages [6], which then expanded to multiclass in [9]. of events"", "". [13] M. Memarzadeh, B. Matthews, and T. Templin, ‘‘Multiclass anomaly [35] C.Duan,T.Jia,Y.Li,andG.Huang,‘‘AcLog:Anapproachtodetecting detectioninflightdatausingsemi-supervisedexplainabledeeplearning anomaliesfromsystemlogswithactivelearning,’’inProc.IEEEInt.Conf. model,’’J.Aerosp.Inf.Syst.,vol.19,no.2,pp.83–97,Feb.2022. WebServices(ICWS),Jul.2023,pp.436–443. [14] Z.You,L.Cui,Y.Shen,K.Yang,X.Lu,Y.Zheng,andX.Le,‘‘Aunified [36] T.-A. Pham and J.-H""]",True,"Anomalous events on drone flight logs can be detected by analysing log messages, highlighting the importance of log data in incident investigation (Silalahi et al., 2024).","The retrieved reference discusses the detection of anomalous events in drone flight logs through log message analysis, which directly supports the claim in the source paragraph about the value of log data for investigating incidents."
32,"particular system log may need different techniques from one type to another. Generally, log-based anomaly detection can be performed using either point, collective, or contextual approaches. In the log-based anomaly detection literature, most of the existing studies propose either a contextual or collective approach, where the decision is taken by examining a sequence of log events. However, detecting abnormalities in log data can be performed using a point-based approach, where one single log record is the only feature needed. Therefore, several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting. Point anomaly detection characterizes each log entry, whether an event is an abnormality or a normal event.","["". Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting. Point anomaly FIGURE4. Anillustrationofanomaliesthatoccurduringadrone’sflight. detectioncharacteriseseachlogentry,whetheraneventisan abnormalityoranormalevent.Forinstance,ifausertypesthe wrong password when trying to gain access to an operating inclusive"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection approach is presented in Section III. The experimental settingsandprocedurearedescribedinSectionIV,whilethe results,findings,anddiscussionsareelaboratedinSectionV. Finally,weconcludethepaperinSectionVI. II. RELATEDWORKS A. LOG-BASEDANOMALYDETECTION Log-based anomaly detection is relatively well-studied, includingincorporatingML[1]anddeeplearning-based[18], [19] to facilitate log anomaly detection"", "". system remains a topic of interest for the cybersecurity A common approach is the log-based anomaly detecresearch and practitioner communities, such as those in tion approach, which involves the analysis of log entries recorded by systems either in sequence-based or pointThe associate editor coordinating the review of this manuscript and based modelling techniques, considering the case and data characteristics[1]. approvingitforpublicationwasYangTang"", "". Therefore, this paper proposes a multitask-based systemprompt,thegeneratedlogmessagecanbeconsidered multiclass drone anomaly detection to assist in a forensic as an anomaly [7], [20], [21]. As for contextual anomaly, investigation. The main contributions of this paper are the detection involves analysing some contextually related summarizedasfollows: attributes to determine whether a log entry is an anomaly"", "". e thatundergoesadoublenegation.Therefore,considering 5 Another closely related study fine-tuned several pre-trained the context when performing sentiment analysis to detect LLMs to detect anomalous log entries in a point-based anomaliesindronelogmessagesiscrucial,especiallywhen approach[6].However,existingstudiesonlydetectwhether thelogmessagesfromdifferentclassessharecommonwords an event or subsequent event is an anomaly. In a forensic orphrases""]",True,"Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting, with point anomaly detection characterizing each log entry as either an abnormality or a normal event (Silahi et al.).","The retrieved reference discusses the different approaches to anomaly detection, including point-based methods, which directly supports the claim in the source paragraph about the various techniques used in log-based anomaly detection."
33,"several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of occurring events which are triggered by various components such as sensors, peripherals, and firmware. Analysing the log message means analysing events from all aspects of the drone, including sensors, components and features . Typically, existing log-based anomaly detection stud- ies classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the",Forensic Investigation of Drone Malfunctions with Transformer,An analysis of a drone’s architecture and a forensic model with generic features are proposed here in order to enhance the digital investigation forensics.,"[""robust predictions, enabling drone operators to detect and Furthermore, Jain et al. [10] proposed a framework for diagnose malfunctions quickly and take corrective actions. sensor data identification and verification. An analysis of a Thestructureofthispaperisasfollows.SectionIIpresents drone’sarchitectureandaforensicmodelwithgenericfeatures previous research relating to the drone log analysis and drone are proposed here in order to enhance the digital investigation forensics"", "". challenges for drone digital forensics investigations,’’ Array, vol. 14, Jul.2022,Art.no.100135. [27] J. Qi, Z. Luan, S. Huang, C. Fung, H. Yang, H. Li, D. Zhu, and D.Qian,‘‘LogEncoder:Log-basedcontrastiverepresentationlearningfor [5] H.Studiawan,G.Grispos,andK.-K.-R.Choo,‘‘Unmannedaerialvehicle anomalydetection,’’IEEETrans.Netw.ServiceManage.,vol.20,no.2, (UAV)forensics:Thegood,thebad,andtheunaddressed,’’Comput.Secur., pp.1378–1391,Jun.2023. vol.132,Sep.2023,Art.no.103340. [28] J. Li, H. He, S. Chen, D"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021"", "". Therefore, this paper proposes a multitask-based systemprompt,thegeneratedlogmessagecanbeconsidered multiclass drone anomaly detection to assist in a forensic as an anomaly [7], [20], [21]. As for contextual anomaly, investigation. The main contributions of this paper are the detection involves analysing some contextually related summarizedasfollows: attributes to determine whether a log entry is an anomaly"", "". For example, in drone forensics, existing studiesgenerallyconsideranomaliesascontradictorytonormalevents.Inotherwords,alltypesofanomalies are considered equally important. However, the peculiar events experienced by a drone during a flight might contain distinct features indicating the anomalies’ importance or level of urgency. For instance, the message ‘‘Critically low power""]",True,"Jain et al. proposed a framework for analyzing a drone's architecture and a forensic model to enhance digital investigations, which supports the exploration of log-based anomaly detection in drone systems.","This reference discusses the analysis of drone architecture and forensic models, which directly relates to the source paragraph's focus on log messages and anomaly detection in drones."
34,"classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the detection is performed on all collected artefacts which might be large in size, the number of the abnormalities is likely to be large . Thus, analysing the detection result in a binary setting is impractical for the investigator. Moreover, out of all detected peculiarities, there might be several negligible ones with less severe impacts on the system or less likely to be related to an incident. Extending binary to multiclass anomaly detection can provide more detailed and contextual detection results",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,analysing a large number of log entries resulting from binary anomaly detection is considered inefficient and labour-intensive as the detection is performed on the acquired evidence at one time,"["". In a forensic orphrases. setting, analysing a large number of log entries resulting from binary anomaly detection is considered inefficient and labour-intensive as the detection is performed on the C. SCOPEANDCONTRIBUTIONS acquired evidence at one time [12]"", "". As depicted in Fig 18, the highlighted to multiclass anomaly detection while exploiting the shared words align more with the attribution label, supported by high- and low-level features within the log messages that seven out of eight examples belonging to the High severity belong to different severity levels. Therefore, the forensic having positive attribution scores"", ""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection approach is presented in Section III. The experimental settingsandprocedurearedescribedinSectionIV,whilethe results,findings,anddiscussionsareelaboratedinSectionV. Finally,weconcludethepaperinSectionVI. II. RELATEDWORKS A. LOG-BASEDANOMALYDETECTION Log-based anomaly detection is relatively well-studied, includingincorporatingML[1]anddeeplearning-based[18], [19] to facilitate log anomaly detection"", "". e thatundergoesadoublenegation.Therefore,considering 5 Another closely related study fine-tuned several pre-trained the context when performing sentiment analysis to detect LLMs to detect anomalous log entries in a point-based anomaliesindronelogmessagesiscrucial,especiallywhen approach[6].However,existingstudiesonlydetectwhether thelogmessagesfromdifferentclassessharecommonwords an event or subsequent event is an anomaly. In a forensic orphrases"", "". Another case scenario in log-based anomaly detection Supervised contrastive learning is employed to learn is a sequence-based approach, where an abnormality is distinctrepresentationsforeachanomalyseveritylevel. determined by analysing a group of events that occur 3) Weexploretwotargetlabelrepresentationstoaugment sequentially within a certain window size [22]""]",True,"In a forensic setting, analyzing a large number of log entries from binary anomaly detection is inefficient and labor-intensive (S. Silahietal., 2023).","The retrieved reference discusses the inefficiency of binary anomaly detection in a forensic context, which directly supports the claim in the source paragraph about the impracticality of binary analysis in large datasets."
35,"comparison of the proposed framework, several baselines are constructed, including those that are proposed in published works. This paper proposes a transformer encoder-based log- based anomaly detection optimised using multitask label representation to help the model learn from the overlapped features shared by the samples from different severity levels. A domain-specific decoding procedure is also proposed to infer the prediction result. In-depth analyses are performed to evaluate the proposed framework thoroughly. The main contributions of this paper are summarised as follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,This paper investigates utilising a multitask learning paradigm to perform multiclass anomaly detection on drone flight log messages.,"["". encoder for anomaly detection. A similar study exploits Performing anomaly detection using a sequence-based theabundanceofpre-trainedtransformermodelstoperform approach is commonly conducted by training RNN-based anomalydetectionbyusingsentimentanalysisondroneflight models using a dataset containing a collection of a series log messages [6], which then expanded to multiclass in [9]. of events"", "". CONCLUSION remains untested as the training dataset contains only log This paper investigates utilising a multitask learning messages acquired from 82 drone models, mostly from paradigmtoperformmulticlassanomalydetectionondrone DJI. This is one of the main challenges in drone forensics flight log messages. Aligning to the nature of multitask research, where human-readable flight log datasets from learning,weproposetwotargetlabelrepresentations,namely other drone models are unavailable"", "". It demonstrates are listed in Table 6. Since we are using t-SNE to visualize the advantages of incorporating multitask label schema to the datasets’ vector embeddings, default parameters by train multiclass anomaly severity detection models with sklearn.manifold are used for all t-SNE parameters a customised label decoding procedure. An interesting witharandomstateof42"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021"", "". Pham and J.-H. Lee, ‘‘TransSentLog: Interpretable anomaly modelformulti-classanomalydetection,’’inProc.NeurIPS,Jan.2022, detection using transformer and sentiment analysis on individual log pp.4571–4584. event,’’IEEEAccess,vol.11,pp.96272–96282,2023. [15] G. O. Anyanwu, C. I. Nwakanma, J. M. Lee, and D.-S""]",True,This study employs a multitask learning approach for multiclass anomaly detection on drone flight log messages (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).,"The retrieved reference directly discusses the use of a multitask learning paradigm for multiclass anomaly detection, which aligns with the methods proposed in the source paragraph."
36,"follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection FIGURE 2. A word cloud visualisation to see that the samples from different severity levels share common words and phrases. The remainder of the paper is structured as follows: Section II discusses relevant previous studies related to log-based anomaly detection and how to deal with class imbalance problems in log-based anomaly detection task, the proposed framework is explained in detail in Section III, Section IV provides the experimental setup, followed",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"This study proposes to extend the binary anomaly detection into a multiclass anomaly detection involving four classes: Normal, Low, Medium, and High.","["". DigitalObjectIdentifier10.1109/ACCESS.2025.3580056 Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages SWARDIANTARASILALAHI 1,(GraduateStudentMember,IEEE), TOHARIAHMAD 1,(Member,IEEE),HUDANSTUDIAWAN 1,(Member,IEEE), EIRINIANTHI 2,ANDLOWRIWILLIAMS 2 1DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia 2SchoolofComputerScienceandInformatics,CardiffUniversity,CF244AGCardiff,U.K"", "". 1) We propose DroneLog, an interpretable sentimentAs an example, the flight path taken by a drone during a based multiclass drone flight log anomaly detection flightisrecordedinlongitudeandlatitudecoordinates.These frameworkthatincludesthreeanomalyseveritylevels: datacanbeusedtodetectananomalybyfindingapeculiar low,medium,andhigh.Providingtheseveritylevelcan valuewithinthelogrecordsbycontrastingthenormalvalues provide better detection results for the investigator to"", "". Inspired by the study, anomalous events on drone objective[33].Anotheralternativetoleveragethepre-trained flight logs can be detected by analysing log messages and model is fine-tuning the models using prompts [34]. With identifying suspect key phrases closely related to drone onlyafewtrainingdata,themodelcancapturethesemantics incident scenarios. Therefore, the region of interest in this of the input logs and detect anomalous log sequences well"", "". [8] S. Silalahi, T. Ahmad, and H. Studiawan, ‘‘Drone flight log anomaly severityclassificationviasentenceembedding,’’inProc.Int.Conf.Artif. [30] S. Han, Q. Wu, H. Zhang, B. Qin, J. Hu, X. Shi, L. Liu, and X. Yin, Intell.,Blockchain,CloudComput.,DataAnal.(ICoABCD),Nov.2023, ‘‘Log-basedanomalydetectionwithrobustfeatureextractionandonline pp.100–105. learning,’’IEEETrans.Inf.ForensicsSecurity,vol.16,pp.2300–2311, 2021"", "". Thisstudyproposestoextendthebinaryanomalydetection into a multiclass anomaly detection involving four classes: Normal,Low,Medium,andHigh.Thethreeanomalyclasses representingtheseverityoftheabnormalityaredistinguished byseveralcharacteristicsdescribedinSectionIV-A.AsillustratedbyFig.4,adroneexperiencesvariouseventsfromthe takeoff(e )tothelanding(e ).Eacheventisrepresentedby 1 6 a log message that contains a description of the occurring phenomenon.Amongtheeventsthathappenduringaflight, there might be low,""]",True,"The proposed framework extends binary anomaly detection into a multiclass system involving four severity levels: Normal, Low, Medium, and High (Silalahi et al., 2025).","The retrieved reference directly discusses the extension of binary anomaly detection to a multiclass system, which aligns with the source paragraph's focus on a severity-oriented multiclass anomaly detection approach."
37,"anomaly detection approach is adopted in this paper. Table 1 presents the summary of the previous related works. B. CLASS IMBALANCE PROBLEM (CIP) IN LOG-BASED ANOMALY DETECTION It is assured that in log-based anomaly detection, the number of anomalous samples is significantly less than the normal ones. Employing a supervised-based technique is prone to bias, as the model tends to learn from the majority samples. To overcome CIP, several studies proposed data-level and algorithm-level solutions . Moreover, in a certain case, there are no anomalous samples available. In this particular situation, a one-class approach can be used to construct a normal baseline model. During the detection, an anomaly score is used to decide if an input event is anomalous based",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Log-based anomaly detection is relatively well-studied, including incorporating ML and deep learning-based to facilitate log anomaly detection.","[""S.Silalahietal.:InterpretableOrdinal-AwareWithContrastive-EnhancedAnomalySeverityDetection approach is presented in Section III. The experimental settingsandprocedurearedescribedinSectionIV,whilethe results,findings,anddiscussionsareelaboratedinSectionV. Finally,weconcludethepaperinSectionVI. II. RELATEDWORKS A. LOG-BASEDANOMALYDETECTION Log-based anomaly detection is relatively well-studied, includingincorporatingML[1]anddeeplearning-based[18], [19] to facilitate log anomaly detection"", "". Another case scenario in log-based anomaly detection Supervised contrastive learning is employed to learn is a sequence-based approach, where an abnormality is distinctrepresentationsforeachanomalyseveritylevel. determined by analysing a group of events that occur 3) Weexploretwotargetlabelrepresentationstoaugment sequentially within a certain window size [22]"", "". Thisstudyproposestoextendthebinaryanomalydetection into a multiclass anomaly detection involving four classes: Normal,Low,Medium,andHigh.Thethreeanomalyclasses representingtheseverityoftheabnormalityaredistinguished byseveralcharacteristicsdescribedinSectionIV-A.AsillustratedbyFig.4,adroneexperiencesvariouseventsfromthe takeoff(e )tothelanding(e ).Eacheventisrepresentedby 1 6 a log message that contains a description of the occurring phenomenon.Amongtheeventsthathappenduringaflight, there might be low,"", "". As mentioned in the previous section, this theindirectlysubsequentevents.Moreover,thecomputation paperexplorestheadvantageofmultitasklearningtoperform processisnon-parallelizable.Therefore,severaleffortshave sentimentanalysisondroneflightlogdatasetsasananomaly been made to employ the Transformer model for anomaly detectionapproach. detection [32]. Instead of training a model using a dataset, [33] proposed HilBERT, a BERT-based model pre-trained III. PROPOSEDFRAMEWORK using a number of public log datasets"", "". An interesting witharandomstateof42. pattern is shown in Table 8 regarding the hyperparameter Four encoder types are selected to be combined with the values on each encoder type. The GRU works well with baseline and proposed scenarios, i.e., Transformer, LSTM, more layers, average pooling, and uniform class weighting. GRU, and Linear, since these encoders are standard in log- Differently, the Linear model has benefited from the [CLS] based anomaly detection as discussed in Section II""]",True,"Log-based anomaly detection has been extensively studied, incorporating machine learning and deep learning techniques to enhance detection capabilities (Silahietal., 2023).","The retrieved reference discusses the well-studied nature of log-based anomaly detection, which directly supports the claim in the source paragraph about the significance of this approach in the context of anomaly detection."
