citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning,hyde_fallback
32,"particular system log may need different techniques from one type to another. Generally, log-based anomaly detection can be performed using either point, collective, or contextual approaches. In the log-based anomaly detection literature, most of the existing studies propose either a contextual or collective approach, where the decision is taken by examining a sequence of log events. However, detecting abnormalities in log data can be performed using a point-based approach, where one single log record is the only feature needed. Therefore, several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,These data can be used to detect an anomaly by finding a peculiar value within the log records by contrasting the normal values to abnormal values using a certain threshold.,"[""As an example, the flight path taken by a drone during a\nflight is recorded in longitude and latitude coordinates. These\ndata can be used to detect an anomaly by finding a peculiar\nvalue within the log records by contrasting the normal values\nto abnormal values using a certain threshold [11]. Unique to\nthe previous two approaches, collective anomaly establishes\nanomaly criteria based on a set of instances associated with\neach other, distinct from the overall data. Statistical anomaly"", ""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""settings and procedure are described in Section IV, while the\nresults, findings, and discussions are elaborated in Section V.\nFinally, we conclude the paper in Section VI.\nII. RELATED WORKS\nA. LOG-BASED ANOMALY DETECTION\nLog-based anomaly detection is relatively well-studied,\nincluding incorporating ML [1] and deep learning-based [18],\n[19] to facilitate log anomaly detection. Existing anomaly\ndetection modelling techniques can be conducted either in""]",True,The detection of anomalies in drone flight log messages can be achieved by identifying peculiar values within the log records through contrasting normal and abnormal values using a specified threshold.,"The retrieved reference discusses the detection of anomalies in drone log messages, which directly supports the source paragraph's mention of using point-based approaches for log data anomaly detection.",False
33,"several studies explored utilising a point-based approach to detect anomalous events on logs data, such as in operating systems , , drone devices , and distribution systems , . In the drone context, a log message contains a description of occurring events which are triggered by various components such as sensors, peripherals, and firmware. Analysing the log message means analysing events from all aspects of the drone, including sensors, components and features . Typically, existing log-based anomaly detection stud- ies classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"These files contain not only empirical processes but also record the sensor data for every certain time period, making the drone forensic-ready in case encounters an accident or incident.","[""be used to analyze the value of sensors, especially in drone\nmalfunction classification cases. It can improve the forensics\nperformance, and analyse the drone’s malfunction when it\nflies. The detail of the method can be described in the followin\nsubsections.\nA. Data Preprocessing\nThe dataset for the experiment and its preprocessing stage\nto satisfy the needs in drone forensics can be explained as\nfollows. Once the drone log data downloaded from the Airlab"", ""and activities that happen during a flight and stores the\nrecorded events in log files. These files contain not only\nempirical processes but also record the sensor data for every\ncertain time period, making the drone forensic-ready in case\nencounters an accident or incident. Assuming that the log data\nare admissible, a forensic investigation can be conducted to\nunderstand the incident scenario and uncover the root cause.\nTo do so, several artefacts such as flight logs, images, videos,"", ""messages acquired from 82 drone models, mostly from\nDJI. This is one of the main challenges in drone forensics\nresearch, where human-readable flight log datasets from\nother drone models are unavailable. In the future, we plan\nto explore the flight logs of other drone models to train more\ngeneral anomaly detection models. As for the method, multi-\nobjective learning that employs multiple loss functions to\ntrain an anomaly detection model will be explored.\nDATA AVAILABILITY""]",True,"The log files generated by drones contain empirical processes and sensor data, which are essential for conducting forensic investigations in the event of an incident (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","This reference directly supports the claim about analyzing log messages in drones, specifically mentioning the importance of log files that record sensor data for forensic readiness.",False
34,"classify log events into two categories: normal and anomaly . This is helpful in an online setting, where the number of detected abnormalities in a certain period of time is considerably small. However, in a digital forensic setting, where the detection is performed on all collected artefacts which might be large in size, the number of the abnormalities is likely to be large . Thus, analysing the detection result in a binary setting is impractical for the investigator. Moreover, out of all detected peculiarities, there might be several negligible ones with less severe impacts on the system or less likely to be related to an incident. Extending binary to multiclass anomaly detection can provide more detailed and contextual detection results",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Therefore, too many detected anomalies need to be detailed into a more fine-grained detection to help the investigator better prioritise the analysis objective. As a result, this study extends the binary anomaly detection to multi-class anomaly detection.","[""to multiclass anomaly detection while exploiting the shared\nhigh- and low-level features within the log messages that\nbelong to different severity levels. Therefore, the forensic\ninvestigator can better pinpoint and prioritise the anomalies\nto focus on critical findings. The proposed embedding,\nDroneSBERT, improved the trustworthiness of the model,\nas evidenced by the word’s importance report.\nDespite the promising results, the model’s generality\nremains untested as the training dataset contains only log"", ""using the sequence of normal events. The anomaly is detected\nif a subsequent event exceeds a pre-defined threshold [11].\nAnother closely related study fine-tuned several pre-trained\nLLMs to detect anomalous log entries in a point-based\napproach [6]. However, existing studies only detect whether\nan event or subsequent event is an anomaly. In a forensic\nsetting, analysing a large number of log entries resulting\nfrom binary anomaly detection is considered inefficient"", ""and labour-intensive as the detection is performed on the\nacquired evidence at one time [12]. Therefore, too many\ndetected anomalies need to be detailed into a more fine-\ngrained detection to help the investigator better prioritise\nthe analysis objective. As a result, this study extends the\nbinary anomaly detection to multi-class anomaly detection,\nas exemplified by another domain application such as plane\nflight data [13], image data [14], and internet of vehicle [15].""]",True,The study extends binary anomaly detection to multi-class anomaly detection to enable more detailed analysis and prioritization of anomalies in forensic settings.,"The retrieved reference directly discusses the need for extending binary anomaly detection to multi-class detection, which aligns with the source paragraph's claim about the impracticality of binary classification in a digital forensic context.",False
35,"comparison of the proposed framework, several baselines are constructed, including those that are proposed in published works. This paper proposes a transformer encoder-based log- based anomaly detection optimised using multitask label representation to help the model learn from the overlapped features shared by the samples from different severity levels. A domain-specific decoding procedure is also proposed to infer the prediction result. In-depth analyses are performed to evaluate the proposed framework thoroughly. The main contributions of this paper are summarised as follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"based multiclass drone flight log anomaly detection framework that includes three anomaly severity levels: low, medium, and high.","[""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[12] Z. Zhao, C. Xu, and B. Li, ‘‘A LSTM-based anomaly detection model\nfor log analysis,’’ J. Signal Process. Syst., vol. 93, no. 7, pp. 745–751,\nJul. 2021.\n[13] M. Memarzadeh, B. Matthews, and T. Templin, ‘‘Multiclass anomaly\ndetection in flight data using semi-supervised explainable deep learning"", ""heads as the substitute for the GRU in the encoder\nlayer of pylogsentiment and incorporated integrated\ngradients to perform explainability analysis.\n5) DroLoVe [9]. The study proposed a multitask learning-\nbased anomaly severity detection on drone flight\nlogs with an assumption that, samples belonging to\nTABLE 4. Dataset composition before and after unique filtering.\nTABLE 5. Anomaly severity characteristics.\n105369\nS. Silalahi et al.:\nTABLE 6. Hyperparameter search space for all scenarios.""]",True,"The proposed framework includes a multiclass anomaly detection approach that categorizes drone flight log anomalies into three severity levels: low, medium, and high.",The retrieved reference directly supports the claim in the source paragraph by discussing a multiclass anomaly detection framework that aligns with the proposed severity-oriented approach mentioned.,False
36,"follows: 1) Propose Drone Log Severity (DroLoVe), a severity- oriented multiclass anomaly detection approach on drone flight log data. 2) Propose a data-driven vector representation of the label and a severity-oriented decoding procedure of the VOLUME 12, 2024 64253 S. Silalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection FIGURE 2. A word cloud visualisation to see that the samples from different severity levels share common words and phrases. The remainder of the paper is structured as follows: Section II discusses relevant previous studies related to log-based anomaly detection and how to deal with class imbalance problems in log-based anomaly detection task, the proposed framework is explained in detail in Section III, Section IV provides the experimental setup, followed",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"based multiclass drone flight log anomaly detection framework that includes three anomaly severity levels: low, medium, and high.","[""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[12] Z. Zhao, C. Xu, and B. Li, ‘‘A LSTM-based anomaly detection model\nfor log analysis,’’ J. Signal Process. Syst., vol. 93, no. 7, pp. 745–751,\nJul. 2021.\n[13] M. Memarzadeh, B. Matthews, and T. Templin, ‘‘Multiclass anomaly\ndetection in flight data using semi-supervised explainable deep learning""]",True,"The proposed framework includes a multiclass anomaly detection approach that categorizes drone flight log anomalies into three severity levels: low, medium, and high.",The retrieved reference directly supports the source paragraph's claim about proposing a severity-oriented multiclass anomaly detection approach by explicitly mentioning the categorization of anomalies into severity levels.,False
37,"anomaly detection approach is adopted in this paper. Table 1 presents the summary of the previous related works. B. CLASS IMBALANCE PROBLEM (CIP) IN LOG-BASED ANOMALY DETECTION It is assured that in log-based anomaly detection, the number of anomalous samples is significantly less than the normal ones. Employing a supervised-based technique is prone to bias, as the model tends to learn from the majority samples. To overcome CIP, several studies proposed data-level and algorithm-level solutions . Moreover, in a certain case, there are no anomalous samples available. In this particular situation, a one-class approach can be used to construct a normal baseline model. During the detection, an anomaly score is used to decide if an input event is anomalous based",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"the dataset used in this paper is imbalanced. In this case, Section III-B discusses the approach to handle this imbalance.","[""settings and procedure are described in Section IV, while the\nresults, findings, and discussions are elaborated in Section V.\nFinally, we conclude the paper in Section VI.\nII. RELATED WORKS\nA. LOG-BASED ANOMALY DETECTION\nLog-based anomaly detection is relatively well-studied,\nincluding incorporating ML [1] and deep learning-based [18],\n[19] to facilitate log anomaly detection. Existing anomaly\ndetection modelling techniques can be conducted either in"", ""detection accuracy for binary and multi-class settings [16].\nAs described in Section IV-A, the dataset used in this paper is\nimbalanced. In this case, Section III-B discusses the approach\nto handle this imbalance.\nThis study proposes to extend the binary anomaly detection\ninto a multiclass anomaly detection involving four classes:\nNormal, Low, Medium, and High. The three anomaly classes\nrepresenting the severity of the abnormality are distinguished"", ""to detect anomalous events. More specifically, we can\ndistinguish between normal and abnormal events and also\ndetail the severity of the detected abnormalities. Therefore,\n105365\nS. Silalahi et al.:\nTABLE 2. Related works in log-based anomaly detection.\nthe investigator can prioritise the analysis objective to focus\nonly on severe abnormalities. Therefore, we propose an\ninterpretable log anomaly detection framework based on\nsentiment analysis, as depicted in Fig. 5. During the training""]",True,"The dataset used in this study is imbalanced, and an approach to handle this imbalance is discussed (Silalahi et al.).","The retrieved reference discusses the issue of class imbalance in anomaly detection, which directly supports the claim made in the source paragraph regarding the class imbalance problem in log-based anomaly detection.",False
38,"detection approach for drone flight log data. The overall flow of the proposed framework is depicted in Fig 4. The following section describes the approach in more detail. A. OVERVIEW A. OVERVIEW Performing point log-based anomaly detection that takes human-readable log messages as input is similar to conduct- ing sequence or text classification. As mentioned in Section I, this task may be interpreted as a sentiment analysis task that aims to detect negative sentiments within log messages. Taking an n-length log message m = [w1, w2, . . . , wn] from the dataset D = {(mi, ci)}|D| i=1 as the input, where c is the label class name, BERT is used to tokenise the input into a fixed length",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Adopting the concept of sentiment analysis in the general domain into log anomaly detection was first introduced by [7]. Inspired by the study, anomalous events on drone flight logs can be detected by analysing log messages and identifying suspect key phrases closely related to drone incident scenarios.","[""detection approach.\nIII. PROPOSED FRAMEWORK\nA. OVERVIEW\nAdopting the concept of sentiment analysis in the general\ndomain into log anomaly detection was first introduced\nby [7]. Inspired by the study, anomalous events on drone\nflight logs can be detected by analysing log messages and\nidentifying suspect key phrases closely related to drone\nincident scenarios. Therefore, the region of interest in this\npaper is analysing sentiment contained within a log message"", ""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""and ‘‘failed’’. However, these words might have positive\nmeanings in certain contexts, such as the word ‘‘failed’’ in\ne that undergoes a double negation. Therefore, considering\n5\nthe context when performing sentiment analysis to detect\nanomalies in drone log messages is crucial, especially when\nthe log messages from different classes share common words\nor phrases.\nC. SCOPE AND CONTRIBUTIONS\nPerforming multiclass classification typically encodes the""]",True,"The concept of applying sentiment analysis to log anomaly detection, particularly for drone flight logs, has been previously established, highlighting the importance of analyzing log messages to identify key phrases related to incidents (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","The retrieved reference directly supports the claim in the source paragraph about using sentiment analysis for detecting anomalies in drone flight logs, making it relevant.",False
39,"log message m = [w1, w2, . . . , wn] from the dataset D = {(mi, ci)}|D| i=1 as the input, where c is the label class name, BERT is used to tokenise the input into a fixed length sequence with m maximum length and retrieve the contextual embeddings, resulting in an input matrix X ∈ Rm×dBERT which is then paired with the encoded label y. Thus, the numerical input becomes (X, y). This study aims to train a neural network model Mθ to classify the message m into one of the predefined classes c ∈ C = {high, medium, low, normal}, or can be written as Mθ : m → c. Based on past literature discussed in Section",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"Another recent study employs sentence embedding to extract the semantic features from log messages, and utilize various machine learning (ML) models to classify anomaly severity.","[""several baselines and state-of-the-art methods from previous\nto investigate the best-performing model’s trustworthiness\nperceived the log messages’ semantics differently and were\nTherefore, DroneSBERT, a domain-specific embedding trained\nfollow-up to the interpretability findings. From the experimental\nhighest performance with an improvement in accuracy and F1\nfiltered dataset, respectively. Therefore, the proposed method\na promising performance while being interpretable and trustworthy."", ""assumption that, log messages that contain words or phrases\nwith negative connotations considered anomalies. Another\nrecent study employs sentence embedding to extract the\nsemantic features from log messages, and utilize various\nmachine learning (ML) models to classify anomaly sever-\nity [8]. The most recent study employs a multitask learning-\nbased solution to solve a mutually inclusive dataset [9].\nThe study relies on the assumption that the neighbouring"", ""capture the directly sequenced events and tend to ignore\nthe indirectly subsequent events. Moreover, the computation\nprocess is non-parallelizable. Therefore, several efforts have\nbeen made to employ the Transformer model for anomaly\ndetection [32]. Instead of training a model using a dataset,\n[33] proposed HilBERT, a BERT-based model pre-trained\nusing a number of public log datasets. The same masked\nlanguage model is used as one of the pre-trained objectives.""]",True,Recent studies have utilized sentence embedding to extract semantic features from log messages and employed various machine learning models for classification tasks (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).,"The retrieved reference discusses the use of sentence embedding to extract semantic features from log messages, which directly supports the method of using BERT for tokenization and contextual embedding in the source paragraph.",False
40,"logits z ∈ R|C|, where |C| denotes the number of target class in the dataset. During the training phase, these vectors are used to compute the loss and update the parameter of the model after passing through a normalisation function. For the typical one-hot encoding representation of the label, the standard cross-entropy is used to compute the loss, as defined in the following equation: |C| LCE = − yi · log(ˆyi) i=1 ˆy = softmax(z) exp(zi) ˆyi = Pdim(z) exp(zj) (1) (2) (3) where y and ˆy are the true label vector and the prediction probability distribution, respectively. The prediction proba- bility ˆy is obtained from Eq 2, where each of the element in ˆy is computed using Eq 3.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"the training objective is to minimise the cross-entropy loss, which is computed using the following equation: |C|","[""unnormalized logits vector using the following equation:\nα = ⊤ + b, ∈ R|C|\nzW (3)\nwhere W ∈ R|C|×768, and b ∈ R|C| are the typical trainable\nweight and bias parameters in a linear layer. Knowing that\nthe number of classes is more than two, the task belongs\nto multiclass classification. Typically, the target label is\nrepresented in a one-hot encoded vector, as depicted in\nFig. 8a. Therefore, the training objective is to minimise the\ncross-entropy loss, which is computed using the following\nequation:\n|C|\nX"", ""interpreting it as a probability. The sigmoid function’s dis-\ntinctive ‘S’ shape allows for a smooth and gradual transition\nbetween the two extremes of probability. This transition is\nparticularly important in cases where the decision boundary\nbetween two classes is unclear. Finally, the model utilizes\nthe binary cross-entropy loss function, deemed appropri-\nate for binary classification tasks. The binary cross-entropy\nloss, a conventional loss function for binary classification,"", ""|M|\nλbal = (8)\nc |C| · |M |\nc\n(cid:18)|M |(cid:19)−1\nλinv = c\n(9)\nc |M|\nwhere |M| is number of samples in the dataset, |C| is the\nnumber of target class, and |M | is the number of samples\nc\nbelonging to class c with M ∈ M.\nc\nAs an alternative way to deal with the imbalance problem,\nwe replace the cross-entropy with the focal loss to force\nthe model to learn from the hard-to-classify examples by\npenalising the predicted probability with low confidence""]",True,"The training objective is to minimize the cross-entropy loss, which is computed using the number of target classes in the dataset (Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages).","The retrieved reference discusses minimizing cross-entropy loss in the context of multiclass classification, which directly supports the source paragraph's focus on using cross-entropy for computing loss with one-hot encoded labels.",False
41,"study, one of the artefacts of drone devices, the flight log message, is used as the source of the evidence to perform multiclass anomaly severity detection. These human-readable messages, such as ‘‘Aircraft Core Board Overheated’’ and ‘‘Compass error, calibration required’’, can be found in most DJI-make flight logs in three columns: warning, tip, and message. Originally, the flight log was in encrypted.CSV files . Thus, the drone phantom help2 is needed to decrypt the flight log files and then extract the contents. The 2 FIGURE 6. Proposed vector representation of the label based on the dataset characteristics. is computed based on the frequency distribution of the class in the dataset. In this study, three class weights are explored and used",Severity-oriented multiclass drone flight logs anomaly detection,"based multiclass drone flight log anomaly detection framework that includes three anomaly severity levels: low, medium, and high.","[""based multiclass drone flight log anomaly detection\nframework that includes three anomaly severity levels:\nlow, medium, and high. Providing the severity level can\nprovide better detection results for the investigator to\npinpoint the event of interest. Interpretability makes\nthe model training and testing more transparent,\ntrustworthy, and human-friendly.\n2) We propose DroneSBERT,1 a domain-specific embed-\nding to extract semantic features that are well-aligned"", ""messages acquired from 82 drone models, mostly from\nDJI. This is one of the main challenges in drone forensics\nresearch, where human-readable flight log datasets from\nother drone models are unavailable. In the future, we plan\nto explore the flight logs of other drone models to train more\ngeneral anomaly detection models. As for the method, multi-\nobjective learning that employs multiple loss functions to\ntrain an anomaly detection model will be explored.\nDATA AVAILABILITY"", ""pp. 100–105.\n[9] S. Silalahi, T.Ahmad, H. Studiawan, E. Anthi, andL. Williams, ‘‘Severity-\noriented multiclass drone flight logs anomaly detection,’’ IEEE Access,\nvol. 12, pp. 64252–64266, 2024.\n[10] J.Cheng,Z.Wang,andG.Pollastri,‘‘Aneuralnetworkapproachtoordinal\nregression,’’ in Proc. IEEE Int. Joint Conf. Neural Netw. (IEEE World\nCongr. Comput. Intell.), Jun. 2008, pp. 1279–1284.\n[11] L. K. Shar, W. Minn, N. B. D. Ta, J. Fan, L. Jiang, and D. L. W. Kiat,""]",True,"The proposed framework for multiclass drone flight log anomaly detection includes three severity levels: low, medium, and high, which enhances detection results for investigators (Silalahi et al., 2024).","The retrieved reference directly discusses a multiclass anomaly detection framework that categorizes severity levels, which aligns with the source paragraph's focus on anomaly severity detection in drone flight logs.",False
42,"the unfiltered is the actual collection of drone flight log messages gathered from the two sources mentioned previously. The dataset is split into training and testing with an 80:20 ratio. The summary of the per-class distribution in the dataset is presented in Table 2. B. BASELINES B. BASELINES In this study, an extensive experiment with various types of encoders is conducted to construct strong baselines for performance comparison. Ensuring the objectivity of the comparison, the hyperparameters of these baselines are fine-tuned using grid search on a finite search space, as shown in Table 3. The details of the baseline construction are described in the following subsections. 1) BASELINE FROM DIVERSE SUITABLE ENCODERS The distinction between the baseline and the proposed",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,the reported score of our proposed framework’s performance is taken from the best-performing configuration as shown in Table 7 and Table 8.,"[""heads as the substitute for the GRU in the encoder\nlayer of pylogsentiment and incorporated integrated\ngradients to perform explainability analysis.\n5) DroLoVe [9]. The study proposed a multitask learning-\nbased anomaly severity detection on drone flight\nlogs with an assumption that, samples belonging to\nTABLE 4. Dataset composition before and after unique filtering.\nTABLE 5. Anomaly severity characteristics.\n105369\nS. Silalahi et al.:\nTABLE 6. Hyperparameter search space for all scenarios."", ""In the table, the reported score of our proposed framework’s\nperformance is taken from the best-performing configuration\nas shown in Table 7 and Table 8. It can be seen from the scores\nshown in Table 9 that Neurallog consistently outperforms\nthe other baselines on both datasets. However, our proposed\napproach outperforms all the baselines significantly tested on\nthe filtered dataset, with a 2.564% improvement in accuracy\nthan Neurallog. While for the unfiltered dataset, Dronelog"", ""‘‘DronLomaly: Runtime detection of anomalous drone behaviors via log\nanalysis and deep learning,’’ in Proc. 29th Asia–Pacific Softw. Eng. Conf.\n(APSEC), Dec. 2022, pp. 119–128.\n[12] Z. Zhao, C. Xu, and B. Li, ‘‘A LSTM-based anomaly detection model\nfor log analysis,’’ J. Signal Process. Syst., vol. 93, no. 7, pp. 745–751,\nJul. 2021.\n[13] M. Memarzadeh, B. Matthews, and T. Templin, ‘‘Multiclass anomaly\ndetection in flight data using semi-supervised explainable deep learning""]",True,"The performance of the proposed framework was evaluated based on the best-performing configuration, as detailed in the tables presented (Silalahi et al., 2022).","The retrieved reference discusses the evaluation of a framework's performance, which aligns with the source paragraph's focus on performance comparison of different encoders and baselines.",False
43,"PREVIOUS WORKS Among the relevant published studies in the log-based anomaly detection space, sequence-based is one of the most commonly used approaches. Therefore, there are limited relevant references as this study employs a point-based approach. Below are the relevant baselines from previous research: 1) Pylogsentiment is the first study which employs sentiment analysis-based anomaly detection on operat- ing system logs using GRU and GloVe embedding. 2) SentiLog , similar to , use a two-layered BiLSTM and GloVe embedding model to perform anomaly detection on parallel file system logs. 3) TransSentLog is a further development of and uses a two-layered transformer encoder which used two attention heads and GloVe embedding along with integrated gradients to add explainability to the trained model.",Interpretable Ordinal-Aware With Contrastive-Enhanced Anomaly Severity Detection on UAV Flight Log Messages,"TransSentLog [36]. The study is an extended work of the first baseline, pylogsentiment, which employed a two-layer Transformer encoder with two attention","[""settings and procedure are described in Section IV, while the\nresults, findings, and discussions are elaborated in Section V.\nFinally, we conclude the paper in Section VI.\nII. RELATED WORKS\nA. LOG-BASED ANOMALY DETECTION\nLog-based anomaly detection is relatively well-studied,\nincluding incorporating ML [1] and deep learning-based [18],\n[19] to facilitate log anomaly detection. Existing anomaly\ndetection modelling techniques can be conducted either in"", ""anomalous log records in a point-based setting.\n3) NeuralLog [21]. The study proposed a log-based\nanomaly detection without parsing to preprocess the\nlogs. BERT is used as the embedding and one-layer\nTransformer encoder with 12 attention heads trained on\nseveral public log datasets in a sequence-based setting.\n4) TransSentLog [36]. The study is an extended work\nof the first baseline, pylogsentiment, which employed\na two-layer Transformer encoder with two attention"", ""pp. 121–133, Jan. 2022.\n[18] X. Zhao, Z. Jiang, and J. Ma, ‘‘A survey of deep anomaly detection for\nsystem logs,’’ in Proc. Int. Joint Conf. Neural Netw. (IJCNN), Jul. 2022,\npp. 1–8.\n[19] M. Landauer, S. Onder, F. Skopik, and M. Wurzenberger, ‘‘Deep learning\nfor anomaly detection in log data: A survey,’’ Mach. Learn. With Appl.,\nvol. 12, Jun. 2023, Art. no. 100470.\n[20] D. Zhang, D. Dai, R. Han, and M. Zheng, ‘‘SentiLog: Anomaly detecting""]",True,"TransSentLog is an extension of pylogsentiment, utilizing a two-layer Transformer encoder with two attention heads for anomaly detection in logs.","The retrieved reference discusses TransSentLog, which is directly mentioned in the source paragraph as a relevant baseline for anomaly detection in logs, thus supporting the claims made in the source.",False
44,"this section reports the experimental results along with in-depth discussions and analyses. A. BEST PERFORMING SCENARIO A. BEST PERFORMING SCENARIO 1) EVALUATION METRIC After experimenting with all the designed scenarios, the models’ performance is evaluated on the test dataset. The best-performing model from each pair of encoder type and loss function is reported in Table 4 and Table 5 for unfiltered and filtered datasets. Based on the evaluation metrics shown in both tables, the proposed scenario outperforms all baseline scenarios on all encoder types tested on the unfiltered dataset, with an accuracy of 96.875 and an F1 score of 96.851. As for the filtered dataset, the transformer encoder trained on the baseline scenario outperforms the other scenarios on all encoder",,,"[""19,016.86043 MSE, 0.00744 sMAPE, 0.33052 F1-score,\nand 0.50397 MWRE@0.75. The best-performing machine\nlearning model was LightGBM, with evaluation scores\nof 0.99843 R2, 96.76132 MAE, 56,754.18872 MSE,\n0.00833 sMAPE, 0.32185 F1-score, and 0.51070\nMWRE@0.75. CEM and REM outperformed LightGBM.\nAmong MLP, LSTM, GRU, and CNN-LSTM, GRU delivered\nthe best performance in 3 out of 6 metrics, with scores of\n0.99986 R2, 45.81115 MAE, and 5,031.56097 MSE. CNN-\nLSTM excelled in the sMAPE metric, while LSTM surpassed"", ""TABLE II. COMPARISON OF PARAMETERS AND TRAINING\nDURATION FOR U-NET AND LINK-NET MODELS\nModel Number of Parameters Training Duration\nU-Net 28,953,474 9,155 seconds\nLink-Net 7,041,090 7,981 seconds\nFig. 4 is the distribution of F1-Score values from the best\nmodel testing results for each architecture. Both U-Net and\nLink-Net have asymmetric distributions. The F1-Score val-\nues of both architectures tend to be skewed to the left, where\nthe peak appeared on the right side. There is no F1-Score"", ""like accuracy, precision, recall, and the F1 score.\nAs for the equipment used in this experiment, we employ\na computer with a Ryzen 5 4600H 3.0 GHz CPU, 1 TB of\nstorage, 24 GB of RAM, and a VGA NVidia GTX 1650Ti\ngraphics card with 4 GB of VRAM.\nC. Experimental Results and Analysis\nIn this section, we presented the results of each Transformer\nvariant to classify custom datasets that have been built before.\nIn this experiment, we used 75 epochs for each Transformer""]",False,,"None of the retrieved references provide specific facts, methods, or findings that directly support the claims made in the source paragraph regarding model performance evaluation metrics such as accuracy and F1 score.",False
