No.,title_paper_sumber,page_content_sumber,title_paper_referensi,page_content_referensi,similarity,title_content,referensi_citation,Qwen2.5,Mixtral,Llama3,Dolpin,Checker A,Checker B,Checker C,Checker D,Checker E,Checker F,Checker G
73,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"to realize high gain, which makes the production cost higher. In addition, when operating in beam- scanning mode, the time-on-target achieved by electronically scanning radars is limited. Multi-beam radars, in which multiple beams are formed simultaneously and continuously at both the transmitter and the receiver at different angular directions, can eliminate 53682 This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar the aforesaid problem of limited time-on-target. Multi-beam radar technology is beneﬁcial to various radar applications, such as surveillance , , automotive radar , , radar imaging , , joint multiuser communication and radar , , etc. In","0,9192227125",Benefits of Multi-Beam Radar Technology,"Kuswidiastuti, D., et al., (2022) discuss the advantages of multi-beam radar technology in eliminating time-on-target limitations and its application benefits in various fields such as surveillance, automotive radar, radar imaging, and joint multiuser communication and radar.",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
74,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"MIMO radar, intended to produce correlated waveforms with the purpose of acquiring better control over the beampattern. CC have been proposed for application in MIMO radars, originally for optimizing low sidelobes in MIMO radars employing LFM waveforms , but only recently the CC has gained attention in terms of in-depth analysis of LFM waveform optimization . Later in this paper, it can be seen that CC ﬁnd a different role as a consequence of their combination with OFDM waveforms. In this paper, a novel concept of CC-OFDM MIMO† radar is proposed as a solution for the wide-scanning multi-beam radar, which is based on the following principles. Firstly, a train of OFDM pulses are transmitted on an array of transmit antennas","0,906475842",Proposed CC-OFDM MIMO Radar for Wide-Scanning Multi-beam Applications,"Author(s) propose a novel concept of CC-OFDM MIMO radar in their paper, aiming to address the requirements of wide-scanning multi-beam radar systems through innovative waveform optimization techniques.",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
75,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"symbols and frame transmission and reception schedul- ing, including the low/high-power modes, beam processing at the receiver by parallel processing, range and Doppler processing involving OFDM symbols and frames. VOLUME 10, 2022 53683 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar beamforming applications, SDR technology is preferred for its ﬂexibility and low cost , . In our case, the SDR implements all baseband processing at the transmitter and the receiver, including generating inter-element delay required for the application of CC at the transmitter. Beamforming design that meets the required maximum beamwidth in the azimuth is achieved by determining the suitable number of elements employed on the horizontal axis. A good beam pattern can be obtained","0,9395167828",Beamforming Design and SDR Implementation for Multibeam CC-OFDM Radar,"Kuswidiastuti, D., et al. (2022). Transmitter design for multibeam CC-OFDM azimuth scanning MIMO radar. VOLUME 10, 53683.",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
76,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"of the Golay codes to orthogonalization of different symbols in a frame in the same beam. Doppler detection can further be accomplished by transmitting a frame of symbols repeatedly for several times, thus allowing the receiver to detect the changes in phase along different frames. The realization of such multi-beam radars that adopts the CC-OFDM MIMO concept also allows for application of further signal process- ing, such as monopulse processing to determine the angular direction of the target more accurately, but this is beyond the scope of our paper. The CC-OFDM MIMO concept presents a breakthrough in the realization of multi-beam radar in a way that has not been tried before, combining different strategies in a novel way to obtain","0,9208421111",CC-OFDM MIMO Concept for Multi-Beam Radar Implementation,"The CC-OFDM MIMO concept represents a significant advancement in multi-beam radar technology by integrating various strategies to enhance performance, as discussed in the provided text.",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
77,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"to each other and separated with a pre-deﬁned frequency spacing of (cid:49)f . It is assumed that the OFDM signal generation can be done digitally at a lower frequency band, so that the waveforms can be ﬂexibly designed down to their individual subcarri- ers and controlled by software to meet the demand of the applications . OFDM subcarriers can be coded for dif- ferent purposes. In our case, coding the phase of the OFDM subcarriers can be used for reducing the high PAPR of the OFDM signal. If orthogonal codes are given to successive OFDM symbols, it could also provide orthogonality between 53684 VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar the","0,9001032114",Phase Coding and Orthogonal Codes in OFDM Signal Processing,"Kuswidiastuti, D., et al. (2022). Phase coding of OFDM subcarriers can be utilized for reducing the high peak-to-average power ratio (PAPR) of the OFDM signal and orthogonal codes given to successive OFDM symbols provide orthogonality between signals in multibeam CC-OFDM azimuth scanning MIMO radar. VOLUME 10, 2022.",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
78,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"the high PAPR of the OFDM signal. If orthogonal codes are given to successive OFDM symbols, it could also provide orthogonality between 53684 VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar the OFDM symbols, which in turn can extend the maxi- mum unambiguous range of the radar. The orthogonalities between OFDM subcarriers and between OFDM symbols allow OFDM radar to produce a range and Doppler proﬁle independent from each other . This is one of the advan- tages of using OFDM instead of LFM as radar waveform. The above considerations motivate the development of digitally generated beam steering without phase shifter, by providing phase control of the signal directly from waveform generation","0,9359254837",Orthogonality in OFDM Radar Signals Enhances Maximum Unambiguous Range,"Kuswidiastuti et al. (2022) explain that orthogonality between OFDM subcarriers and symbols enhances the maximum unambiguous range of radar, offering an advantage over LFM waveforms.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
79,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"a speciﬁed time delay difference of (cid:49)t, each (cid:49)t value produces a beam pattern equivalent to a phased array having inter-element phase difference that depends on the corresponding subcarrier frequencies. Multiple beams can be formed simultaneously, by assigning multiple subcarrier sets which are transmit- ted using different value of (cid:49)t. This idea is the primary contribution of this paper, which will be elaborated in the sequel. A second contribution in this paper concerns the improvement of time on target in a MIMO radar adopting CC-OFDM waveforms. While multiple beamscanning in tra- ditional phased array radar results in limited time on target, CC-OFDM MIMO radar could give a much longer time on target because multiple beams in CC-OFDM radar can be","0,9007509947",Beam Pattern Formation and Time-on-Target Improvement Using CC-OFDM in MIMO Radar,"The authors propose a method for forming multiple beam patterns simultaneously using CC-OFDM waveforms with different time delays, contributing to enhanced time-on-target performance in MIMO radar systems (Author Last Name et al., Year).",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
80,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"In our case, quasi-continuous transmission is used through proper scheduling of OFDM transmission and echoes reception to prevent the coupling. • The receiver that continuously receives signal echoes coming from multiple targets must be able to distinguish which targets are very near or very far from the radar. This is the reason in this paper that orthogonal codes are given to successive CC-OFDM symbols. These unique codes are given and known by the receiver, so that the receiver could properly detect and distinguish targets nearby and far away from the radar. In this paper we describe the waveform design of a CC-OFDM quasi-continuous wave for MIMO long the range radar. Quasi-CW transmission could limit leakage/coupling problem by time-isolation of the","0,9094666839",Waveform Design for Quasi-Continuous OFDM Transmission in MIMO Long Range Radar,The authors propose a waveform design for quasi-continuous orthogonal frequency division multiplexing (OFDM) transmission in multiple-input multiple-output (MIMO) long range radar to prevent signal coupling and enable target distinction at various distances.,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
81,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"detect and distinguish targets nearby and far away from the radar. In this paper we describe the waveform design of a CC-OFDM quasi-continuous wave for MIMO long the range radar. Quasi-CW transmission could limit leakage/coupling problem by time-isolation of the transmis- sion and reception of the radar system as in a pulse radar sys- tem, while it also has the advantage of a CW radar that has a large time bandwidth product. However, the peak-to-average power ratio (PAPR) of OFDM signals becomes an issue because it still may cause too high power-coupling between the array elements. By using a modulation scheme based on OFDM, this will add a stringent requirement on the maximum transmit power per array element to prevent","0,9008734822",Waveform Design for MIMO Long Range Radar Using CC-OFDM Quasi-CW Transmission,"This paper presents a waveform design based on CC-OFDM quasi-continuous wave transmission aimed at enhancing the performance of MIMO long range radar by addressing leakage and coupling issues while maintaining high time bandwidth product, though it acknowledges challenges related to peak-to-average power ratio (PAPR) in OFDM signals. (Author's Name Year)",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
82,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"CC-OFDM waveform and transmitting the signals using large arrays makes it possible for CC-OFDM radar to operate at low transmit power. This opens the possibility of using solid-state transmitter for CC-OFDM transmitter modules per array element as can be used in phased array radars. The proposed CC-OFDM MIMO radar is a combination of CC in MIMO radar and multi carrier OFDM radar to take the advantages of both systems for beamforming at transmit. By using OFDM signal generation, subcarrier allo- cation for the multiple simultaneous beams can be done in a ﬂexible manner. As will be demonstrated in this paper, it is possible to sparse the total OFDM bandwidth into multiple carrier sets, i.e., sub-bands, responsible for beamforming to the","0,9011474252",CC-OFDM Radar Operating at Low Transmit Power Using Solid-State Transmitters,"The proposed CC-OFDM MIMO radar integrates coded cooperation in MIMO and multi-carrier OFDM techniques, enabling flexible subcarrier allocation for simultaneous beamforming with low transmit power using solid-state transmitters (Author, Year).",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
83,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"and continuously transmitted to achieve a wide angular coverage at all-time. This means a longer time on target in comparison to the conventional phased array radar, allowing for improved accuracy in target position , , . Multiple beams of CC-OFDM radar will further allow the application of a monopulse-tracking radar mode, which is beyond the scope of this paper. Other advantages of using CC-OFDM signal include the multi-dimensional orthogonality, i.e orthogonality in time, subcarrier frequency and space/beam. In this paper, attention is paid to utilizing this multi-dimensional orthogonality. The orthogonality between the CC-OFDM symbols is beneﬁcial in obtaining an optimum SNR for increasing the maximum unambiguous range of the radar. Another main contribution of this paper is the design of","0,9149215817",Advantages and Design Considerations of CC-OFDM Radar Signals,"The study highlights the continuous transmission capability and wide angular coverage of CC-OFDM radar signals, along with their multi-dimensional orthogonality in time, subcarrier frequency, and space/beam, which contributes to enhanced accuracy and SNR for increasing the maximum unambiguous range (Author, Year).",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
84,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"attention is paid to utilizing this multi-dimensional orthogonality. The orthogonality between the CC-OFDM symbols is beneﬁcial in obtaining an optimum SNR for increasing the maximum unambiguous range of the radar. Another main contribution of this paper is the design of a radar waveform which could extend its maximum unambiguous range by transmitting quasi-continuously multiple orthogonal CC-OFDM symbols in series. It means that the radar will have a longer pulse rep- etition interval (PRI) which leads to a longer-range detection. The additional requirement is that there must be orthogonal- ities between the symbol series. The orthogonality is pro- vided by using orthogonal codes for coding the CC-OFDM symbols, which can be realized using the Golay codes pre- viously chosen to mitigate","0,9316969514",Utilizing Multi-Dimensional Orthogonality in Radar Waveform Design,"This paper discusses the use of multi-dimensional orthogonality, particularly through CC-OFDM symbols and Golay codes, to enhance radar performance by extending its maximum unambiguous range (Author(s), Year).",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
85,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"additional requirement is that there must be orthogonal- ities between the symbol series. The orthogonality is pro- vided by using orthogonal codes for coding the CC-OFDM symbols, which can be realized using the Golay codes pre- viously chosen to mitigate PAPR. Moreover, the use of mul- tiple orthogonal OFDM symbols in coherent processing can VOLUME 10, 2022 53685 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar improve the Doppler resolution of the radar. Up to this point Golay codes play three important roles in CC-OFDM radar. The codes help to lower the PAPR of the OFDM signals, provide orthogonalities between the beams and achieve the same for the serially transmitted symbols. B. PRINCIPLE OF CC-OFDM","0,9381628633",Orthogonality in CC-OFDM Radar Using Golay Codes,"Kuswidiastuti, D., et al. (2022). Orthogonality in CC-OFDM radar using Golay codes for PAPR reduction and Doppler resolution improvement. VOLUME 10, 53685.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
86,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"beamforming at transmit is produced by divid- ing the total OFDM bandwidth B, consisting of Nc subcarriers into Nsb sub bands with smaller bandwidth of Bb, consisting of Ncb subcarriers. The bandwidth per sub-band Bb will deter- mine the range resolution of the CC-OFDM radar as follows: (cid:49)R = 2Bb (8) VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar FIGURE 1. Circulating code in OFDM MIMO radar transmitters with Nt elements transmitting coherence signals, delay difference of (cid:49)t and array factor is defined in the xy plane: (a) time domain and (b) space domain. where (cid:49)R is the range resolution in each beam. If the fre- quency spacing between the OFDM subcarriers","0,9221619368",Sub-band division for CC-OFDM radar and its impact on range resolution,"Kuswidiastuti, D., et al. (2022). Sub-band division for CC-OFDM radar and its impact on range resolution in Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar. VOLUME 10.",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
87,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"Multibeam CC-OFDM Azimuth Scanning MIMO Radar The phase steering is deﬁned as: β(fn,a,b, (cid:49)tb) = 2π fn,a,b(cid:49)tb (13) hence, at any transmitter p, the WG generates Nb beams simultaneously during the Nsym symbol periods with ampli- tude control Ip. The CC-OFDM complex signal of symbol a in beam b at the p-th transmitter is: xp,a,b(t) = Ip −1 Ncb (cid:88) n=0 Cn,pga,b,nejpβ(fn,a,b,(cid:49)tb) × ej2π(n+(za,b−1)Ncb )(cid:49)f (t−(a−1)T0) for 0 ≤ t − (a − 1)T0 + p(cid:49)tb ≤ T0. (14) The complex discrete-time signal of the baseband CC-OFDM signal in (14) is: xp,a,b(t) = Ip −1 Ncb (cid:88) n=0 Cn,pga,b,nejpβ(fn,a,b,(cid:49)tb) × ej2π(n+(za,b−1)Ncb )(cid:49)f (kTs−(a−1)T0) for 0 ≤ kTs − (a − 1)T0 + p(cid:49)tb ≤ T0. (15) The time delay (cid:49)tb","0,9001706243",Phase Steering and CC-OFDM Signal Generation in Multibeam MIMO Radar,"The phase steering for multibeam CC-OFDM azimuth scanning MIMO radar is defined as β(fn,a,b, (cid:49)tb) = 2π fn,a,b(cid:49)tb and the complex signal for each beam and symbol period is given by xp,a,b(t), as shown in equations (14) and (15).",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,
88,Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar.pdf,"much defining the maximum unambiguous range of the radar system. CC-OFDM MIMO radar waveform design which is discussed in this paper is not a CP based radar, the transmitters are transmitting multiple orthogonal symbols in series without any guard time interval between the symbols. to each other, hence The symbol series are orthogonal VOLUME 13, 2025 109895 D. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar receivers know how to distinguish the symbols received, and this could extend the maximum unambiguous range of the radar. The contributions of this paper are described as follow: 1) This paper describes the receiver processing of multi- beam CC-OFDM MIMO Radar which is designed for long-range radar surveillance application. The",A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar.pdf,"the n-th subcarrier for symbol a in beam b is given by ga,b,n. In order to generate CC-OFDM waveform, additional phase steering β(fn,a,b, (cid:49)tb) is given to the speciﬁed OFDM sub-band frequencies of beam b for generating a required time delay between the transmit elements for beam b. 53688 VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar TABLE 1. Surveillance radar system and waveform specifications. strict requirement for the time and frequency accuracy of the oscillator clocks at transmitters and receivers. For instance, with an IF of 20 MHz and a carrier frequency offset of 10 kHz the error in beam direction becomes 0.1◦ and the estimated range error equals 0.27 meter","0,9295295477",Phase Steering for CC-OFDM Waveform Generation in Multibeam Radar Systems,"Kuswidiastuti, D., et al. (VOLUME 10, 2022). The phase steering β(fn,a,b,(cid:49)tb) is applied to the OFDM sub-band frequencies of beam b for generating a required time delay in the transmission elements, highlighting strict requirements for oscillator clock accuracy at transmitters and receivers.",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
